Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Hit/Run,Route Type,Lane Direction,Lane Type,Number of Lanes,Direction,Distance,Distance Unit,Road Grade,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,At Fault,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,First Harmful Event,Second Harmful Event,Junction,Intersection Type,Road Alignment,Road Condition,Road Division,Latitude,Longitude,Location
MCP2995002Y,180008679,Montgomery County Police,Property Damage Crash,02/19/2018 08:48:00 PM,Yes,County,North,,1,North,100,FEET,GRADE DOWNHILL,HAVARD ST,BUSHEY DR,,N/A,,DRIVER,HEAD ON,N/A,WET,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,PARKED VEHICLE,OFF ROAD,NON INTERSECTION,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.06325699,-77.07949877,"(39.06325699, -77.07949877)"
MCP30180011,170513414,Montgomery County Police,Property Damage Crash,06/13/2017 12:03:00 PM,No,County,South,,1,South,200,FEET,LEVEL,WELLER RD,GREENLY ST,,N/A,,UNKNOWN,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.05843333,-77.047945,"(39.05843333, -77.047945)"
MCP3337003Q,250003870,MONTGOMERY,Property Damage Crash,01/27/2025 03:31:00 PM,No,County Route,Northbound,Lane 1,3,North,59.14,FEET,Level,RANDOLPH RD,,,,,DRIVER,Front to Rear,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use",,Motor Vehicle In Transport,,Non-Junction,,Straight,No Defects,"Divided, Flush Median (greater than 4ft wide)",39.06259684,-77.04126238,"(39.06259684, -77.04126238)"
MCP11190049,170545307,Montgomery County Police,Injury Crash,11/28/2017 08:10:00 AM,No,County,West,,3,East,0,FEET,GRADE DOWNHILL,RANDOLPH RD,DENLEY RD,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,N/A,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.05944051,-77.06201479,"(39.05944051, -77.06201479)"
MCP25130013,190007338,Montgomery County Police,Property Damage Crash,02/15/2019 04:52:00 AM,Yes,County,North,,1,North,0,FEET,HILL CREST,FLOWER AVE,E WAYNE AVE,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,UNKNOWN,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,OTHER OBJECT,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.002965,-77.00528333,"(39.002965, -77.00528333)"
MCP29820024,170532822,Montgomery County Police,Injury Crash,09/24/2017 12:16:00 PM,No,US (State),North,,3,North,0,FEET,LEVEL,COLESVILLE RD,DALE DR,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.005575,-77.02262333,"(39.005575, -77.02262333)"
MCP1519000J,15038843,MONTGOMERY,Property Damage Crash,08/05/2015 10:12:00 AM,No,County,East,,2,West,0,FEET,GRADE DOWNHILL,S GLEN RD,LOCKLAND RD,,N/A,,DRIVER,ANGLE MEETS LEFT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.03007749,-77.21030474,"(39.03007749, -77.21030474)"
EJ7858005L,200048972,Gaithersburg Police Depar,Injury Crash,12/12/2020 11:06:00 AM,No,Maryland (State),West,,1,North,0,FEET,LEVEL,S FREDERICK RD,EDUCATION BLVD,,GAITHERSBURG,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,OTHER,OTHER,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.13593375,-77.19164025,"(39.13593375, -77.19164025)"
EJ78180004,15030575,Gaithersburg Police Depar,Property Damage Crash,06/23/2015 09:03:00 AM,No,,,,,,0,,,,,"In parking lot of 506 South Frederick Avenue, Gaithersburg MD 20877",,,DRIVER,SINGLE VEHICLE,CLEAR,,DAYLIGHT,N/A,NONE DETECTED,,FIXED OBJECT,N/A,,,,,,39.13395,-77.19506167,"(39.13395, -77.19506167)"
MCP29230033,170520814,Montgomery County Police,Injury Crash,07/24/2017 08:17:00 AM,No,County,West,N/A,1,North,0,FEET,HILL UPHILL,LINDELL ST,JUDSON RD,,N/A,,DRIVER,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,PARKED VEHICLE,PARKED VEHICLE,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.05514667,-77.05452167,"(39.05514667, -77.05452167)"
MCP3279001H,220037986,Montgomery County Police,Property Damage Crash,09/02/2022 01:59:00 AM,Yes,County,East,,3,West,100,FEET,LEVEL,RANDOLPH RD,CONNECTICUT AVE,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,N/A,DARK LIGHTS ON,NO CONTROLS,N/A,,FIXED OBJECT,FIXED OBJECT,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05733333,-77.07577333,"(39.05733333, -77.07577333)"
MCP29860029,180005611,Montgomery County Police,Injury Crash,02/01/2018 09:41:00 PM,Yes,Maryland (State),East,,2,North,0,FEET,LEVEL,NEW HAMPSHIRE AVE,ADELPHI RD,,N/A,BICYCLIST,DRIVER,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,NONE DETECTED,PEDESTRIAN,BICYCLE,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.01122333,-76.978115,"(39.01122333, -76.978115)"
EJ78840041,220008008,Gaithersburg Police Depar,Injury Crash,02/23/2022 07:20:00 PM,No,County,West,,3,East,30,FEET,GRADE DOWNHILL,FIELDS RD,SAM EIG HWY,,N/A,,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,N/A,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.11635413,-77.20658422,"(39.11635413, -77.20658422)"
DD56310021,190022411,Rockville Police Departme,Property Damage Crash,05/12/2019 05:54:00 PM,No,Municipality,South,N/A,1,West,0,FEET,LEVEL,PLEASANT DR,KING FARM BLVD,,ROCKVILLE,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.11419833,-77.17197333,"(39.11419833, -77.17197333)"
MCP229800YK,210039454,Montgomery County Police,Injury Crash,10/04/2021 02:57:00 PM,No,County,North,,3,North,0,FEET,GRADE DOWNHILL,SHADY GROVE RD,BRIARDALE RD,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.13342,-77.15852667,"(39.13342, -77.15852667)"
MCP27650048,170544375,Montgomery County Police,Injury Crash,11/22/2017 05:50:00 PM,No,Maryland (State),West,,4,East,30,FEET,LEVEL,W MONTGOMERY AVE,SPUR FR W GUDE DR,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION RELATED,FOUR-WAY INTERSECTION,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.099285,-77.18416333,"(39.099285, -77.18416333)"
MCP2677000Q,16028689,Montgomery County Police,Injury Crash,06/07/2016 11:05:00 PM,No,Maryland (State),South,,2,South,100,FEET,LEVEL,GREAT SENECA HWY,MATENY RD,,N/A,,UNKNOWN,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,N/A,N/A,,ANIMAL,ANIMAL,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.14513904,-77.27399111,"(39.14513904, -77.27399111)"
MCP30770010,180015204,Montgomery County Police,Property Damage Crash,03/28/2018 05:43:00 PM,No,Maryland (State),East,,2,North,0,FEET,LEVEL,OLD HUNDRED RD,RAMP 1 FR IS 270 NB TO MD 109 WB,,N/A,,DRIVER,OPPOSITE DIRECTION SIDESWIPE,RAINING,WET,DAYLIGHT,NO CONTROLS,N/A,,OTHER VEHICLE,FIXED OBJECT,INTERSECTION,T-INTERSECTION,STRAIGHT,N/A,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.27819333,-77.32278833,"(39.27819333, -77.32278833)"
MCP22910024,170536828,Montgomery County Police,Injury Crash,10/15/2017 05:54:00 PM,No,Maryland (State),North,,3,North,0,FEET,LEVEL,CONNECTICUT AVE,BLACKTHORN ST,,CHEVY CHASE #4,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DUSK,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.98716167,-77.07732333,"(38.98716167, -77.07732333)"
MCP25150002,15005106,Montgomery County Police,Property Damage Crash,02/01/2015 01:44:00 AM,No,Maryland (State),South,,2,North,0,FEET,LEVEL,GEORGIA AVE,COLESVILLE RD,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,N/A,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.99747833,-77.02955167,"(38.99747833, -77.02955167)"
MCP93650025,230066069,Montgomery County Police,Property Damage Crash,11/13/2023 12:42:00 PM,No,Interstate (State),West,,4,East,500,FEET,LEVEL,CAPITAL BELTWAY,RAMP 2 FR IS 495 WB TO MD 97 NB,,N/A,,DRIVER,SAME DIRECTION RIGHT TURN,N/A,DRY,DAYLIGHT,N/A,NONE DETECTED,,OTHER VEHICLE,N/A,N/A,N/A,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.01358126,-77.03998347,"(39.01358126, -77.03998347)"
MCP2930005H,250024118,MONTGOMERY,Property Damage Crash,05/30/2025 08:26:00 PM,No,Maryland (State) Route,"Northbound, Westbound","Lane 1, Lane 2","1, 3",North,0,FEET,Level,CONNECTICUT AVE,,,,,UNKNOWN,Angle,Rain,Wet,Dark - Lighted,"No Controls, Stop Sign","Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use",,Motor Vehicle In Transport,,Intersection or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (curbed), Not Divided",39.07810785,-77.08075552,"(39.07810785, -77.08075552)"
EJ7871005P,220025488,Gaithersburg Police Depar,Property Damage Crash,06/13/2022 10:11:00 PM,No,County,North,,2,West,0,FEET,LEVEL,FIELDS RD,CASE ST,,GAITHERSBURG,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.13996173,-77.19557667,"(39.13996173, -77.19557667)"
DD55380026,17003530,Rockville Police Departme,Property Damage Crash,01/20/2017 07:03:00 PM,No,Municipality,East,,1,East,50,FEET,GRADE DOWNHILL,BALTIMORE RD,GLADSTONE DR,,ROCKVILLE,,DRIVER,SINGLE VEHICLE,FOGGY,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,N/A,NON INTERSECTION,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.08401667,-77.12691167,"(39.08401667, -77.12691167)"
MCP285900BN,220003182,Montgomery County Police,Property Damage Crash,01/25/2022 06:30:00 AM,No,,,,,,,,,,,"PARKING LOT OF 9901 MEDICAL CENTER DR, GAITHERSBURG, MD.",,,DRIVER,OTHER,CLOUDY,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,PARKED VEHICLE,N/A,,,,,,39.09904667,-77.19999,"(39.09904667, -77.19999)"
MCP304800CN,240033206,MONTGOMERY,Injury Crash,07/14/2024 01:40:00 PM,No,Maryland (State) Route,"Southbound, Westbound",Lane 1,2,South,20.96,FEET,"Downhill, Level",EAST WEST HWY,,,,,DRIVER,Front to Front,Clear,Dry,Daylight,"No Controls, Stop Sign","Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use",,Motor Vehicle In Transport,,Driveway Access or Related,,Straight,No Defects,"Divided, Flush Median (greater than 4ft wide)",38.99605683,-77.0412225,"(38.99605683, -77.0412225)"
MCP2689009X,230053642,Montgomery County Police,Property Damage Crash,09/07/2023 01:07:00 PM,No,County,North,,1,South,350,FEET,HILL CREST,PINEY MEETINGHOUSE RD,CAVANAUGH DR,,N/A,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,N/A,NON INTERSECTION,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.08184283,-77.217557,"(39.08184283, -77.217557)"
MCP32670011,220013972,Montgomery County Police,Property Damage Crash,04/01/2022 08:20:00 PM,No,Interstate (State),South,,3,South,100,FEET,LEVEL,EISENHOWER MEMORIAL HWY,EXIT #18,,N/A,,UNKNOWN,N/A,CLEAR,DRY,DARK LIGHTS ON,N/A,NONE DETECTED,,ANIMAL,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.231948,-77.284683,"(39.231948, -77.284683)"
MCP08330009,16019491,Montgomery County Police,Injury Crash,04/21/2016 06:30:00 PM,No,Ramp,North,ON RAMP,3,East,0,FEET,LEVEL,RAMP 5 FR MD 97 SB TO RP 4 (TO MD200 EB),NO NAME (BACK),,N/A,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,"N/A, NONE DETECTED",,OTHER VEHICLE,OTHER VEHICLE,INTERCHANGE RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.11591667,-77.07524833,"(39.11591667, -77.07524833)"
MCP2761004Z,230066029,Montgomery County Police,Injury Crash,11/13/2023 09:52:00 AM,No,Maryland (State),East,,1,East,100,FEET,HILL UPHILL,CLOPPER RD,ALLSPICE RD,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.15491083,-77.25835317,"(39.15491083, -77.25835317)"
MCP2919000B,15024346,Montgomery County Police,Injury Crash,05/21/2015 06:44:00 AM,No,County,North,,2,South,150,FEET,LEVEL,CHERRY HILL RD,CALVERTON BLVD,,N/A,,DRIVER,OTHER,CLOUDY,DRY,DAYLIGHT,N/A,"ALCOHOL CONTRIBUTED, NONE DETECTED",,OTHER VEHICLE,OTHER VEHICLE,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.05696933,-76.95472509,"(39.05696933, -76.95472509)"
MCP15340015,250022625,MONTGOMERY,Property Damage Crash,05/22/2025 07:49:00 AM,No,Maryland (State) Route,"Eastbound, Southbound",Lane 1,1,West,0,FEET,Level,,HIPSLEY MILL RD,,,,DRIVER,Other,Rain,Wet,Daylight,"No Controls, Stop Sign","Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use",,Motor Vehicle In Transport,,Intersection or Related,Angled/Skewed,Straight,No Defects,Not Divided,39.2524235,-77.13914367,"(39.2524235, -77.13914367)"
MCP1378005Z,15021735,Montgomery County Police,Injury Crash,05/07/2015 01:11:00 PM,No,Maryland (State),East,OFF ROAD,1,East,200,FEET,GRADE DOWNHILL,MUNCASTER MILL RD,ENT TO COVENANT LIFE CHURCH,,N/A,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,FIXED OBJECT,N/A,NON INTERSECTION,N/A,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.15239833,-77.15137167,"(39.15239833, -77.15137167)"
MCP3052004K,250021433,MONTGOMERY,Injury Crash,05/15/2025 11:00:00 AM,No,County Route,Not On Roadway,Lane 1,4,South,21.77,FEET,Downhill,,,,,Cyclist (Electric),NONMOTORIST,Single Vehicle,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use","Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedalcycle,Not Applicable,Driveway Access or Related,,Curve Right,No Defects,Not Divided,39.1677852,-77.17428102,"(39.1677852, -77.17428102)"
DD56730017,250008897,ROCKVILLE,Property Damage Crash,02/28/2025 02:37:00 PM,No,Maryland (State) Route,"Eastbound, Northbound",Lane 2,4,East,0,FEET,Level,ROCKVILLE PIKE,BEST BUY ENT,,,,DRIVER,Rear To Side,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use",,Motor Vehicle In Transport,,Intersection or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (curbed)",39.06957969,-77.1306121,"(39.06957969, -77.1306121)"
MCP32940019,230006837,Montgomery County Police,Property Damage Crash,02/10/2023 03:00:00 PM,No,County,North,,2,North,0,FEET,LEVEL,MONTGOMERY VILLAGE AVE,CENTERWAY RD,,N/A,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.173095,-77.20352333,"(39.173095, -77.20352333)"
MCP3263002F,220029785,Montgomery County Police,Property Damage Crash,07/11/2022 03:48:00 PM,No,Maryland (State),South,,3,North,0,FEET,LEVEL,WISCONSIN AVE,WOODMONT AVE,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.98013167,-77.09199333,"(38.98013167, -77.09199333)"
MCP9386006B,180064501,Montgomery County Police,Injury Crash,12/26/2018 09:05:00 AM,No,County,North,,2,North,500,FEET,LEVEL,ROCKLEDGE DR,ROCK SPRING DR,,N/A,,DRIVER,ANGLE MEETS LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02986667,-77.13457333,"(39.02986667, -77.13457333)"
MCP27700049,250019523,MONTGOMERY,Injury Crash,05/04/2025 09:30:00 AM,No,County Route,Northbound,Median Area,8,North,24.35,FEET,Level,SHADY GROVE RD (SB/L),,,,,DRIVER,Single Vehicle,Rain,Wet,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,Curb,,Non-Junction,,Straight,No Defects,"Divided, Raised Median (curbed)",39.1408615,-77.15207951,"(39.1408615, -77.15207951)"
MCP2635004Y,180058989,Montgomery County Police,Property Damage Crash,11/25/2018 06:12:00 PM,No,Maryland (State),West,,3,West,0.2,MILE,GRADE DOWNHILL,INTERCOUNTY CONNECTOR,MILE MARKER 4.0,,N/A,,DRIVER,OTHER,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,N/A,,PARKED VEHICLE,N/A,NON INTERSECTION,N/A,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.13521833,-77.14607833,"(39.13521833, -77.14607833)"
MCP3392000C,240004076,MONTGOMERY,Injury Crash,01/26/2024 08:17:00 AM,No,County Route,Westbound,Lane 1,4,South,0,FEET,Level,PARK VISTA DR,MASSANUTTEN DR,,,Pedestrian,UNKNOWN,Single Vehicle,Cloudy,Wet,Daylight,Stop Sign,"Not Suspect of Alcohol Use, Not Suspect of Drug Use","Not Suspect of Alcohol Use, Not Suspect of Drug Use",Pedestrian,,Intersection or Related,Perpendicular,Straight,,Not Divided,39.10663583,-77.05214172,"(39.10663583, -77.05214172)"
MCP9369001S,210019431,Montgomery County Police,Injury Crash,05/23/2021 02:15:00 AM,No,Maryland (State),South,,3,North,200,FEET,LEVEL,FREDERICK RD,RIDGEMONT AVE,,ROCKVILLE,PEDESTRIAN,NONMOTORIST,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,PEDESTRIAN,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.12004667,-77.17367167,"(39.12004667, -77.17367167)"
DM8370000H,16055910,Takoma Park Police Depart,Property Damage Crash,10/30/2016 02:14:00 PM,No,Municipality,North,N/A,2,North,500,FEET,LEVEL,KENNEWICK AVE,LOCKNEY AVE,,TAKOMA PARK,,DRIVER,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,OTHER,38.977635,-76.99196667,"(38.977635, -76.99196667)"
MCP3339002M,230056764,Montgomery County Police,Injury Crash,09/25/2023 12:16:00 PM,No,Maryland (State),South,,3,North,0,FEET,LEVEL,GEORGIA AVE,RANDOLPH RD,,N/A,,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05756017,-77.05012,"(39.05756017, -77.05012)"
MCP2689008G,220018353,Montgomery County Police,Property Damage Crash,04/30/2022 09:49:00 AM,No,Municipality,North,,2,South,150,FEET,LEVEL,SEVEN LOCKS RD,FORTUNE TERR,,ROCKVILLE,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,N/A,NON INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.06198667,-77.16077,"(39.06198667, -77.16077)"
MCP3386001R,240049533,MONTGOMERY,Property Damage Crash,10/16/2024 07:30:00 PM,No,Maryland (State) Route,Northbound,"Lane 1, Lane 2",3,East,22.78,FEET,Level,WISCONSIN AVE,,,,,UNKNOWN,"Sideswipe, Same Direction",Clear,Dry,Dark - Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use, Not Suspect of Alcohol Use, Not Suspect of Drug Use",,Motor Vehicle In Transport,,Non-Junction,,Straight,No Defects,"Divided, Raised Median (curbed)",38.99248317,-77.0959455,"(38.99248317, -77.0959455)"
MCP9385000F,190010283,Montgomery County Police,Property Damage Crash,03/05/2019 03:30:00 PM,No,Municipality,West,,1,West,0,FEET,LEVEL,HALPINE RD,ROCKVILLE PIKE,,N/A,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.06178667,-77.12435833,"(39.06178667, -77.12435833)"
MCP9311004J,240054112,MONTGOMERY,Property Damage Crash,11/11/2024 09:46:00 AM,No,,,,0,,,FEET,,,,Parking Stall        MONTGOMERY COUNTY BUS DEPOT,,,UNKNOWN,Rear To Side,Clear,,Daylight,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,Parked Vehicle,,,,,,,39.03693179,-77.14590283,"(39.03693179, -77.14590283)"
MCP27560026,180008426,Montgomery County Police,Property Damage Crash,02/17/2018 08:30:00 PM,Yes,,,,,,,,,,,"PARKING LOT IN FRONT OF 11222 GEORGIA AVE. SILVER SPRING, MD 20902",,,DRIVER,OTHER,SNOW,,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,PARKED VEHICLE,N/A,,,,,,39.039205,-77.051225,"(39.039205, -77.051225)"
MCP3022005X,240033084,MONTGOMERY,Property Damage Crash,07/13/2024 03:39:00 PM,No,,,,0,,,FEET,,,,"Parking Stall        PARKING LOT OF 19212 CIRCLE GATE DRIVE

BUILDING",,,DRIVER,"Sideswipe, Opposite Direction",Clear,,Daylight,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,Parked Vehicle,Parked Vehicle,,,,,,39.17029788,-77.26403221,"(39.17029788, -77.26403221)"
MCP1048000X,15035725,MONTGOMERY,Property Damage Crash,07/20/2015 02:50:00 PM,No,,,,,,,,,,,PARKING LOT OF 9710 GREAT SENECA HWY,,,DRIVER,OTHER,CLEAR,,DAYLIGHT,N/A,N/A,,PARKED VEHICLE,N/A,,,,,,39.09902667,-77.20625833,"(39.09902667, -77.20625833)"
