Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location
MCP2788000F,15005970,Montgomery County Police,Property Damage Crash,02/05/2015 10:28:00 PM,County,GOODHILL RD,GREENLY ST,,N/A,,HEAD ON,CLEAR,DRY,DARK LIGHTS ON,N/A,ALCOHOL PRESENT,,E3EF8796-5382-4CB2-953A-9BEAFBEB5559,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,705E672D-752B-4F97-B6C4-DD5F4F09F8AD,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,No,No,2004,TOYOTA,COROLLA,39.060995,-77.07177,"(39.060995, -77.07177)"
MCP3010007T,230005027,Montgomery County Police,Property Damage Crash,01/31/2023 10:22:00 AM,Maryland (State),CONNECTICUT AVE,DIRECTIONAL CROSSOVER,,N/A,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,NO CONTROLS,N/A,,F0E645A7-C547-4D55-82E5-F0A8BF88772D,Yes,NO APPARENT INJURY,"BACKUP DUE TO NON-RECURRING INCIDENT, RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,MD,12EA00DB-6A53-40C2-9FED-9BA975BB1564,FUNCTIONAL,THREE OCLOCK,FIRE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,South,30,No,No,2018,FORD,TRUCK,38.992485,-77.07707,"(38.992485, -77.07707)"
MCP137800CK,16048975,Montgomery County Police,Property Damage Crash,09/23/2016 03:47:00 PM,County,MONTGOMERY VILLAGE AVE,APPLE RIDGE RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,9D8525A4-3A91-42D7-B15A-E3CB9DCF14BD,Yes,NO APPARENT INJURY,N/A,BY MOVING OBJECT IN VEHICLE,MD,EFD0EF42-DC4A-41C9-AD92-67EDE8AAFAAF,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35,No,No,2013,MERCEDES,C300,39.18588223,-77.19854593,"(39.18588223, -77.19854593)"
MCP15190010,16049291,Montgomery County Police,Injury Crash,09/25/2016 09:20:00 AM,Maryland (State),CLOPPER RD,GERMANTOWN RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,YIELD SIGN,NONE DETECTED,,C4D9B31F-7382-4788-B3DA-30481B04C78A,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,C11D639E-6B7E-43F6-A09E-DBA2401BADFA,DISABLING,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,30,No,No,1997,HONDA,CIVIC,39.16308043,-77.28274584,"(39.16308043, -77.28274584)"
MCP3381002G,250013271,MONTGOMERY,Property Damage Crash,03/26/2025 05:00:00 PM,Maryland (State) Route,CLOPPER RD,KINGSVIEW RD,,,,Front to Rear,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,6B9690C8-2F29-44EC-820C-8ED1763307D0,No,No Apparent Injury,,Not Distracted,MD,F78EF753-3D4C-4E05-BDC7-4548EB5D6E71,Functional,Six O Clock,Sport Utility Vehicle,Turning Left,Southbound,30,No,No,2019,CHEVROLET,SUBURBAN HD,39.16481682,-77.28724159,"(39.16481682, -77.28724159)"
MCP2420003P,190035968,Montgomery County Police,Property Damage Crash,07/28/2019 02:50:00 PM,County,ARCOLA AVE,LAMBERTON DR,,N/A,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,543DBF07-2838-4550-9D1C-B50A316BFBF1,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6985AA5F-FCBB-45F9-BD7A-4EE554CCFB8A,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,No,No,2004,SUBA,4S,39.04218833,-77.02981,"(39.04218833, -77.02981)"
MCP2899004C,200051293,Montgomery County Police,Property Damage Crash,12/30/2020 12:57:00 AM,County,CARROLL AVE,OSAGE ST,,N/A,,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,,AFB5839E-BFA4-411B-B39E-BCA7B3B5E415,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,F9A32D94-DF77-429B-BBBA-341EE9A89970,DISABLING,TWELVE OCLOCK,PASSENGER CAR,UNKNOWN,South,25,No,No,2017,NISSAN,VERSA,38.99549197,-76.99239065,"(38.99549197, -76.99239065)"
MCP137800FR,17001670,Montgomery County Police,Property Damage Crash,01/10/2017 04:45:00 PM,Maryland (State),DARNESTOWN RD,KENT OAKS WAY,,GAITHERSBURG,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,N/A,NONE DETECTED,,B41664D5-4A36-4043-B80F-5CA86FE18CBC,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,EDB36F81-2242-4F76-A4BE-B71764C5CFDA,FUNCTIONAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,West,35,No,No,2011,HOND,PILOT,39.11447,-77.24387,"(39.11447, -77.24387)"
MCP3107002Z,240045571,MONTGOMERY,Property Damage Crash,09/24/2024 02:51:00 PM,Service Road,N CAMPUS DR,HUNGERFORD DR (SB/L),,,,Single Vehicle,Clear,Wet,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,38B1CE11-613D-42AF-B49B-AA220BEFB704,Yes,No Apparent Injury,,Unknown,MD,B1F7F39E-42C2-4324-9E21-0B2D5CD7D475,Disabling,Twelve O Clock,Passenger Car,Turning Left,,40,No,No,2016,TOYOTA,COROLLA,39.10114,-77.15491167,"(39.10114, -77.15491167)"
MCP302600BS,230056596,Montgomery County Police,Injury Crash,09/24/2023 09:56:00 AM,Other Public Roadway,MONTROSE PKWY,MONTROSE RD,,N/A,,OTHER,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,0655EA70-2905-44F5-88E8-A68356CC04AF,Yes,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,6CFC3240-E6ED-4047-80D3-96F24765D2B1,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,CHANGING LANES,East,35,No,No,2016,SUBA,LEGACY,39.05134617,-77.13422117,"(39.05134617, -77.13422117)"
MCP3187000Q,190035628,Montgomery County Police,Injury Crash,07/26/2019 04:34:00 PM,County,RANDOLPH RD,BLUHILL RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,7BF69D2F-6BB4-4AE7-9B9B-DAB35FFADBE6,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,08174ADF-1982-4EC3-92E2-7C1A5BB0F8D9,FUNCTIONAL,SIX OCLOCK,POLICE VEHICLE/EMERGENCY,SLOWING OR STOPPING,East,35,No,No,2015,FORD,TAURUS,39.05906167,-77.06584833,"(39.05906167, -77.06584833)"
DM84340010,170507778,Takoma Park Police Depart,Property Damage Crash,05/14/2017 09:20:00 PM,,,,REAR PARKING LOT OF 7300BLK  CARROLL INTO DRIVEWAY OF 8 LEE AVE,,,SINGLE VEHICLE,CLEAR,,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,7CD35C80-4B14-43CB-A777-56496D0DF9D2,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,9ECB4F0F-514B-4981-885F-6A5014D5AFC7,DISABLING,UNDERSIDE,PASSENGER CAR,ACCELERATING,West,5,No,No,2017,TOYOTA,RAV4,38.97900167,-77.00598,"(38.97900167, -77.00598)"
EJ7876003T,210043201,Gaithersburg Police Depar,Property Damage Crash,10/26/2021 05:45:00 PM,Municipality,E DIAMOND AVE,RUSSELL AVE,,GAITHERSBURG,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,04EE0B8A-972D-44CC-9C83-BA06A9B0B89B,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,2FD5E2EA-47DD-4E0A-8122-D7E412FB3DD9,NO DAMAGE,SIX OCLOCK,TRANSIT BUS,BACKING,West,30,No,No,2017,GILG,BU,39.14190733,-77.19624783,"(39.14190733, -77.19624783)"
MCP27630054,250015627,MONTGOMERY,Injury Crash,04/10/2025 01:41:00 PM,Maryland (State) Route,WOODFIELD RD,CUTTY SARK WAY,,,,Angle,Cloudy,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,9EE77998-8AD9-4BE3-B9F8-DAA8B0B6691B,No,Suspected Minor Injury,,Unknown,MD,A82DAC03-C126-4460-9BA7-FC8CC44026BE,Disabling,Four O Clock,Passenger Car,Moving Constant Speed,Northbound,40,No,No,2018,TOYOTA,COROLLA,39.19715278,-77.15426365,"(39.19715278, -77.15426365)"
MCP2789004C,180012685,Montgomery County Police,Property Damage Crash,03/13/2018 06:29:00 PM,US (State),COLESVILLE RD,HASTINGS DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,N/A,,A5330A9D-ED10-4601-A812-5D389016A7D4,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,9441098D-5292-42A4-8582-9EB56A6217CD,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35,No,No,2013,TOYOTA,PRIUS,39.01356167,-77.0166,"(39.01356167, -77.0166)"
MCP30210070,230066237,Montgomery County Police,Property Damage Crash,11/14/2023 09:30:00 AM,Maryland (State),NEW HAMPSHIRE AVE,JACKSON RD,,N/A,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,2C030EE8-CD68-46D1-858D-5CD1A735176E,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,1AEFC958-2AEA-4FAA-8100-9044D264229D,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2020,FORD,F150,39.05459977,-76.99486055,"(39.05459977, -76.99486055)"
MCP209400JJ,220012378,Montgomery County Police,Property Damage Crash,03/22/2022 03:20:00 PM,,SEVEN LOCKS RD,CADBURY AVE,,N/A,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,29F61D43-8C75-42E4-BD39-CE8DC12CF7D9,Yes,NO APPARENT INJURY,N/A,OTHER DISTRACTION,MD,C2554674-BD64-47F4-8407-E6B519690A7E,SUPERFICIAL,TWO OCLOCK,POLICE VEHICLE/NON EMERGENCY,MOVING CONSTANT SPEED,North,35,No,No,2019,DODGE,CHARGER,39.05960833,-77.16131342,"(39.05960833, -77.16131342)"
DD5522001Z,15022772,Rockville Police Departme,Injury Crash,05/13/2015 07:18:00 AM,Municipality,BROADWOOD DR,MARSHALL AVE,,ROCKVILLE,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,4D32069D-8B5D-4888-BB35-EAD7A080F2A9,Yes,SUSPECTED MINOR INJURY,N/A,OTHER DISTRACTION,MD,B4940E80-423E-4ACE-9997-CB8B2669139C,DESTROYED,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,No,No,2002,FORD,FOCUS,39.08105833,-77.12072833,"(39.08105833, -77.12072833)"
MCP2372007F,240056395,MONTGOMERY,Injury Crash,11/24/2024 12:56:00 PM,Maryland (State) Route,BRADLEY BLVD (SB/L),,,,,Front to Rear,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,E22F6F90-1A81-4055-A03B-00F9040BED49,No,No Apparent Injury,Improper Turn,Unknown,MD,C92783B5-3BBE-4D32-B51D-C6715C49C133,Functional,Six O Clock,Van - Passenger (&lt;9 Seats),Making U-Turn,Eastbound,30,No,No,2018,MERCEDES-BENZ,SPRINTER,39.00751935,-77.14895295,"(39.00751935, -77.14895295)"
MCP3132000W,190015307,Montgomery County Police,Property Damage Crash,04/02/2019 06:23:00 PM,Maryland (State),WISCONSIN AVE,WASH DC LINE,,N/A,,HEAD ON LEFT TURN,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,N/A,,90248F95-1DC4-4C82-B9C4-ED0DAB2949B5,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,FC48F71B-8604-4A34-9511-6A927CB42B22,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2018,JEEP,TK,38.96096333,-77.08593167,"(38.96096333, -77.08593167)"
MCP20590023,15055185,MONTGOMERY,Property Damage Crash,10/30/2015 01:22:00 PM,Maryland (State),CONNECTICUT AVE,FRANKLIN ST,,CHEVY CHASE VIEW,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,AD95295A-AF82-455C-AF86-87E969BC956C,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,DAA9FE46-4A2B-40B6-871D-3FC9FF3FF3CA,DISABLING,TWELVE OCLOCK,PASSENGER CAR,CHANGING LANES,South,35,No,No,1986,BMW,535,39.01851667,-77.07793,"(39.01851667, -77.07793)"
MCP27170083,16051620,Montgomery County Police,Injury Crash,10/07/2016 04:10:00 PM,County,GREENTREE RD,DRUMALDRY DR,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,AC27B092-0C60-4C64-B057-857E960A4BA7,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,77564297-E1DC-499E-A581-52EB45DD1CD8,DISABLING,ELEVEN OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,South,35,No,No,2005,LEXUS,RX330,39.00231833,-77.12927667,"(39.00231833, -77.12927667)"
MCP2348005F,190041237,Montgomery County Police,Property Damage Crash,08/28/2019 06:13:00 PM,Maryland (State),GEORGIA AVE,REEDIE DR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,F7FDBC4E-CA6A-45A0-B60D-76D0260DBFE9,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,4BB7A035-3ACB-47F6-A6E8-2E15F1B07D08,DISABLING,FIVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,25,No,No,2015,NISSAN,4S,39.03870667,-77.05119,"(39.03870667, -77.05119)"
MCP3403000X,240025945,MONTGOMERY,Injury Crash,06/01/2024 02:16:00 AM,Maryland (State) Route,E RANDOLPH RD (WB/L),OLD COLUMBIA PIKE,,,,Angle,Clear,Dry,Dark - Lighted,Flashing Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,83E2D9CD-0778-4ED8-B5C0-F963CA9A61E7,Yes,Suspected Minor Injury,,Unknown,MD,8F7BA3B4-918A-43CF-AA91-46210BDA870A,Disabling,Twelve O Clock,Sport Utility Vehicle,Moving Constant Speed,Southbound,35,No,No,2013,TOYOTA,RAV4,39.0633865,-76.96588433,"(39.0633865, -76.96588433)"
MCP3038004M,200010637,Montgomery County Police,Property Damage Crash,02/11/2020 12:30:00 PM,,,,"10741 COLUMBIA PIKE, SILVER SPRING, MD 20901 (TRADER JOE'S) PARKING LOT",,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,N/A,,89AD9915-CDDA-4CB5-97D5-C2DF696A8C96,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,110BC973-D51A-4472-A414-20C767666E7D,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,BACKING,South,5,No,No,2001,TOYOTA,4 DOOR,39.0315079,-77.00341239,"(39.0315079, -77.00341239)"
MCP3280005L,240030527,MONTGOMERY,Property Damage Crash,06/28/2024 08:35:00 AM,County Route,TECH RD,BROADBIRCH DR,,,,Angle,Clear,Dry,Daylight,Stop Sign,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,A0915E4B-F82B-4CA4-A4EE-BC7D2F19C26D,No,No Apparent Injury,,Not Distracted,NY,A49FF14E-08FD-403C-B0C4-7B66221498D9,Disabling,Four O Clock,Passenger Car,Turning Left,Southbound,25,No,No,2018,JEEP,GRAND CHEROKEE,39.05591983,-76.96634067,"(39.05591983, -76.96634067)"
MCP3151000D,180045420,Montgomery County Police,Property Damage Crash,09/11/2018 06:26:00 PM,County,FLORAL ST,GOODHILL RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLOUDY,N/A,DAYLIGHT,STOP SIGN,NONE DETECTED,,099D254C-BCC2-49D6-AB2C-F3A324AF51C9,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,C50D0DBD-B6B0-42B5-80F6-A17B9368C987,DESTROYED,NINE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,30,No,No,2013,HYUN,SONATA,39.05587,-77.068005,"(39.05587, -77.068005)"
MCP3355001D,240043056,MONTGOMERY,Injury Crash,09/10/2024 05:07:00 PM,US (State),COLESVILLE RD,,,,,Front to Rear,Clear,Dry,Daylight,No Controls,"Unknown, Unknown",,261AA89C-69B5-40CD-BEF4-005736251119,Yes,No Apparent Injury,"Followed Too Closely, Operated Motor Vehicle in Inattentive, Careless, Negligent, or Erratic Manner, Operated Motor Vehicle in Reckless or Aggressive Manner, Too Fast For Conditions",Unknown,MD,DBDF6F39-C5E1-4436-AE46-94E950F5A715,Superficial,Twelve O Clock,Passenger Car,Accelerating,Northbound,35,No,No,2013,HYUNDAI,SANTA FE,39.01236849,-77.01675618,"(39.01236849, -77.01675618)"
MCP136600BS,220020194,Montgomery County Police,Injury Crash,05/12/2022 12:07:00 PM,Maryland (State),GEORGIA AVE,INTERNATIONAL DR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,8BFD0569-2A36-468F-AEF7-F803FBB8A921,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,903B236F-485F-44D6-A9B1-F925475E21AF,DISABLING,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2016,HONDA,CIVIC,39.10362333,-77.07648667,"(39.10362333, -77.07648667)"
MCP137800JK,170541522,Montgomery County Police,Property Damage Crash,11/07/2017 04:29:00 PM,Maryland (State),MUNCASTER MILL RD,WOODFIELD RD,,N/A,,SAME DIR REAR END,RAINING,WET,DUSK,TRAFFIC SIGNAL,UNKNOWN,,D6F4008C-EC41-4E9E-B22A-B0CA26970BE1,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,,B0D93128-C7AC-4699-B2FB-8498DDE9880D,UNKNOWN,UNKNOWN,UNKNOWN,ACCELERATING,West,35,No,No,0,UNKNOWN,UNKNOWN,39.158615,-77.15977167,"(39.158615, -77.15977167)"
DD56300021,190042403,Rockville Police Departme,Injury Crash,09/04/2019 05:00:00 PM,Maryland (State),VEIRS MILL RD,ARDENNES AVE,,ROCKVILLE,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,6DAF06B0-47F4-41F7-8A6C-1F4EC96545F1,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,E7829913-CEFF-4F64-9B60-158F93923C38,SUPERFICIAL,SIX OCLOCK,PICKUP TRUCK,STOPPED IN TRAFFIC LANE,East,40,No,No,2018,NISSAN,FRONTIER,39.07625,-77.12000833,"(39.07625, -77.12000833)"
MCP2708001L,16055127,Montgomery County Police,Property Damage Crash,10/26/2016 04:08:00 PM,Maryland (State),UNIVERSITY BLVD W,LORAIN AVE,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,3D01C538-7EA2-4FA1-AE1C-B5B33CE4A056,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,CAC9AB9E-9A37-4907-9114-4870A03A043B,FUNCTIONAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,40,No,No,1990,CHEVY,BLAZER,39.021701,-77.01519012,"(39.021701, -77.01519012)"
MCP302600DH,250005287,MONTGOMERY,Property Damage Crash,02/05/2025 11:42:00 AM,Maryland (State) Route,RIVER RD,,,,,Front to Rear,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,537DDAC9-29E1-4A98-B919-8620E89BD45D,No,No Apparent Injury,,Not Distracted,MD,47100C81-F6D8-4890-8227-799B87135C36,Functional,Eleven O Clock,Other Trucks,Moving Constant Speed,Eastbound,35,No,No,2006,STERLING TRUCK,L9500 SERIES,38.99272952,-77.16205819,"(38.99272952, -77.16205819)"
DD56140006,16003137,Rockville Police Departme,Property Damage Crash,01/17/2016 08:55:00 AM,,,,"1513 DUNSTER RD

SAINT RAPHAEL CATHOLIC CHURCH PARKING LOT",,,HEAD ON,CLOUDY,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,980925B5-CFDC-4D12-81B5-A03AACD62CCA,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,95E9471D-B502-4497-8610-9B6F4B5F1C2D,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,PARKING,North,10,No,No,2003,HONDA,ACCORD,39.06222,-77.17540833,"(39.06222, -77.17540833)"
MCP1453008J,200022504,Montgomery County Police,Injury Crash,06/08/2020 08:54:00 AM,County,WYNNFIELD DR,FATHER HURLEY BLVD,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,0DD36892-E580-44E5-B0BE-89B5FC9A271D,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6DEAFB92-9749-4464-B5F9-FC3D6C071ABC,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,25,No,No,2013,CHRYSLER,200,39.18655833,-77.27381,"(39.18655833, -77.27381)"
MCP29620020,170546231,Montgomery County Police,Property Damage Crash,12/02/2017 02:29:00 PM,,,,19300 BLK MIDDLEBROOK RD (GERMANTOWN COMMONS SHOPPING CENTER PARKING LOT),,,OTHER,CLEAR,,DAYLIGHT,N/A,UNKNOWN,,CA07F57D-33E2-441D-AA3C-65FA9D37A3C8,Yes,NO APPARENT INJURY,N/A,UNKNOWN,US,772720F5-4AE0-4BD3-B579-CCE7B4872DEA,SUPERFICIAL,FIVE OCLOCK,PASSENGER CAR,BACKING,South,15,No,No,2007,SCION,2S,39.18033529,-77.2709012,"(39.18033529, -77.2709012)"
DD5643005C,250016144,ROCKVILLE,Property Damage Crash,04/13/2025 07:46:00 PM,Maryland (State) Route,W MONTGOMERY AVE (WB/L),NELSON ST,,,,Angle,Clear,Dry,Dusk,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,8C4352D2-4602-487D-B5D1-DC5CCA6037D3,No,No Apparent Injury,,Not Distracted,PA,018F6CD5-7982-4B5B-8097-DF86C9C8DCD9,Disabling,One O Clock,Passenger Car,Moving Constant Speed,Northbound,25,No,No,2019,SUBARU,OUTBACK,39.08579252,-77.17067376,"(39.08579252, -77.17067376)"
MCP3009006V,230061811,Montgomery County Police,Injury Crash,10/21/2023 01:25:00 PM,Maryland (State),FREDERICK RD,OXBRIDGE DR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,,53F787A1-D221-4B47-A835-297892B0DB6D,No,POSSIBLE INJURY,"BACKUP DUE TO REGULAR CONGESTION, N/A",NOT DISTRACTED,MD,2C68FFF4-2F33-4995-A140-58C310D9ACA5,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,45,No,No,2009,TOYOTA,COROLLA,39.18997246,-77.24147373,"(39.18997246, -77.24147373)"
MCP2686004M,210002251,Montgomery County Police,Injury Crash,01/18/2021 07:13:00 PM,Maryland (State),CLOPPER RD,GREAT SENECA HWY,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,ALCOHOL PRESENT,,AA584432-B552-4F19-8166-CD1026BF96F3,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,VA,C8716762-6861-4F8A-B979-ED3DF47D65E4,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2018,TOYOTA,CAMRY,39.15888667,-77.27487167,"(39.15888667, -77.27487167)"
MCP3311002P,240044177,MONTGOMERY,Injury Crash,09/16/2024 06:18:00 PM,Local Route,METRORAIL TRACK B2 RAIL,,,,,Front to Rear,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,6B90519B-CAA6-4EA3-8AF5-4A6C6AAADF9A,No,Suspected Minor Injury,,Not Distracted,MD,8A42E9CF-DDA3-4F99-8653-05F3581BCFA9,Superficial,Six O Clock,Passenger Car,Stopped in Traffic,Southbound,35,No,No,2025,HONDA,CIVIC,39.00981001,-77.04083502,"(39.00981001, -77.04083502)"
DD5674001L,250031588,ROCKVILLE,Property Damage Crash,07/15/2025 05:27:00 PM,Municipality Route,W GUDE DR,RESEARCH BLVD,,,,"Sideswipe, Same Direction",Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,1926613F-5F56-4BD5-96E3-E154900CB22B,No,No Apparent Injury,,Unknown,MD,31332560-0406-4DEF-9E9B-728984893C96,Superficial,Eight O Clock,Passenger Car,Turning Left,Eastbound,35,No,No,2022,HONDA,ACCORD,39.10009915,-77.18194437,"(39.10009915, -77.18194437)"
MCP3289001R,220011057,Montgomery County Police,Property Damage Crash,03/14/2022 10:31:00 PM,County,OLD COLUMBIA PIKE,MUSGROVE RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,N/A,DARK NO LIGHTS,STOP SIGN,NONE DETECTED,,FD4DFFF7-7C48-42F7-8AA8-B8DC7D8190E7,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,64F48056-7850-4BB9-BA58-86D3DBBF3DCF,DISABLING,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2014,FORD,ESCAPE,39.06817272,-76.96224637,"(39.06817272, -76.96224637)"
MCP209400L4,220057889,Montgomery County Police,Property Damage Crash,12/30/2022 04:04:00 PM,Maryland (State),MONTGOMERY AVE,WAVERLY ST,,N/A,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,FE0FB072-7BB0-4B61-AEF0-EEA7BCB86F93,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,3A2A2E7E-397E-4509-862E-E0AD35F9643A,FUNCTIONAL,NINE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,25,No,No,2021,AUDI,Q5,38.98323,-77.09244,"(38.98323, -77.09244)"
